时间,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,
2025-08-31 12:17:40.731	,1557.522095,0,0,1561.255371,0,0,
2025-08-31 12:17:50.731	,1556.387085,0,0,1557.503784,0,0,1561.278442,0,0,
2025-08-31 12:18:00.731	,1556.410889,0,0,1557.534790,0,0,
2025-08-31 12:18:10.731	,1556.390503,0,0,1557.507202,0,0,
2025-08-31 12:18:20.732	,1556.395020,0,0,1557.515015,0,0,
2025-08-31 12:18:30.731	,1556.409912,0,0,1557.498047,0,0,1558.475342,0,0,1559.794678,0,0,
2025-08-31 12:18:40.731	,1556.395142,0,0,1557.502075,0,0,1559.778076,0,0,
2025-08-31 12:18:50.731	,1556.398315,0,0,1559.825195,0,0,
2025-08-31 12:19:00.731	,1556.422119,0,0,1557.537231,0,0,
2025-08-31 12:19:10.732	,1556.383911,0,0,1557.501465,0,0,
2025-08-31 12:19:20.731	,1556.401245,0,0,1559.882202,0,0,
2025-08-31 12:19:30.731	,1556.400391,0,0,1559.897949,0,0,
2025-08-31 12:19:40.731	,1557.478394,0,0,1559.914185,0,0,
2025-08-31 12:19:50.731	,1557.506104,0,0,1560.619141,0,0,
2025-08-31 12:20:00.731	,1557.519531,0,0,1560.560791,0,0,
2025-08-31 12:20:10.731	,1556.411499,0,0,1557.508057,0,0,1560.577026,0,0,
2025-08-31 12:20:20.731	,1557.574951,0,0,1559.920410,0,0,
2025-08-31 12:20:30.731	,1557.489868,0,0,1559.749390,0,0,
2025-08-31 12:20:40.731	,1557.548706,0,0,1559.885864,0,0,
2025-08-31 12:20:50.731	,1557.507202,0,0,1560.566895,0,0,
2025-08-31 12:21:00.732	,1556.414429,0,0,1559.787842,0,0,
2025-08-31 12:21:10.731	,1560.614990,0,0,1562.377197,0,0,
2025-08-31 12:21:20.731	,1559.792236,0,0,
2025-08-31 12:21:30.732	,1560.565918,0,0,
2025-08-31 12:21:40.731	,1559.771851,0,0,
2025-08-31 12:21:50.732	,1556.417480,0,0,1560.609497,0,0,
2025-08-31 12:22:00.731	,1556.426147,0,0,1560.576782,0,0,
2025-08-31 12:22:10.731	,1560.618164,0,0,
2025-08-31 12:22:20.731	,1560.554565,0,0,
2025-08-31 12:22:30.731	,1560.588135,0,0,
2025-08-31 12:22:40.731	,1560.654175,0,0,
2025-08-31 12:22:50.731	,1560.626953,0,0,
2025-08-31 12:23:00.731	,1560.569458,0,0,
2025-08-31 12:23:10.731	,1561.682007,0,0,
2025-08-31 12:23:20.731	,1561.674683,0,0,
2025-08-31 12:23:30.732	,1561.683472,0,0,
2025-08-31 12:23:40.731	,1561.663940,0,0,
2025-08-31 12:23:50.731	,1561.660156,0,0,
2025-08-31 12:24:00.732	,1561.706177,0,0,
2025-08-31 12:24:10.731	,1561.666748,0,0,
2025-08-31 12:24:20.732	,1561.698120,0,0,
2025-08-31 12:24:30.732	,1561.677734,0,0,
2025-08-31 12:24:40.731	,1561.725098,0,0,
2025-08-31 12:24:50.731	,1561.691895,0,0,
2025-08-31 12:25:00.731	,1561.723511,0,0,
2025-08-31 12:25:10.732	,1561.739746,0,0,
2025-08-31 12:25:20.731	,1561.741943,0,0,
2025-08-31 12:25:30.731	,1561.722534,0,0,
2025-08-31 12:25:40.731	,1561.695923,0,0,
2025-08-31 12:25:50.731	,1561.673706,0,0,
2025-08-31 12:26:00.731	,1561.741089,0,0,
2025-08-31 12:26:10.731	,1561.745361,0,0,
2025-08-31 12:26:20.731	,1561.685547,0,0,
2025-08-31 12:26:30.731	,1561.703369,0,0,
2025-08-31 12:26:40.731	,1561.726440,0,0,
2025-08-31 12:26:50.731	,1561.736450,0,0,
2025-08-31 12:27:00.732	,1561.725952,0,0,
2025-08-31 12:27:10.731	,1561.730347,0,0,
2025-08-31 12:27:20.732	,1561.719849,0,0,
2025-08-31 12:27:30.731	,1561.691162,0,0,
2025-08-31 12:27:40.731	,1561.749268,0,0,
2025-08-31 12:27:50.732	,1561.746338,0,0,
2025-08-31 12:28:00.731	,1561.717773,0,0,
2025-08-31 12:28:10.731	,1561.731445,0,0,
2025-08-31 12:28:20.731	,1561.762329,0,0,
2025-08-31 12:28:30.732	,1561.731445,0,0,
2025-08-31 12:28:40.731	,1562.436035,0,0,
2025-08-31 12:28:50.731	,1561.731445,0,0,
2025-08-31 12:29:00.731	,1561.744263,0,0,
2025-08-31 12:29:10.731	,1562.437256,0,0,
2025-08-31 12:29:20.731	,1562.442993,0,0,
2025-08-31 12:29:30.731	,1562.444092,0,0,
2025-08-31 12:29:40.731	,1561.733643,0,0,
2025-08-31 12:29:50.731	,1561.748535,0,0,
2025-08-31 12:30:00.732	,1561.736816,0,0,
2025-08-31 12:30:10.731	,1562.440063,0,0,
2025-08-31 12:30:20.731	,1561.739136,0,0,
2025-08-31 12:30:30.732	,1562.454468,0,0,
2025-08-31 12:30:40.731	,1562.437500,0,0,
2025-08-31 12:30:50.731	,1562.447021,0,0,
2025-08-31 12:31:00.731	,1562.430054,0,0,
2025-08-31 12:31:10.731	,1562.444092,0,0,
2025-08-31 12:31:20.731	,1562.448608,0,0,
2025-08-31 12:31:30.731	,1562.435303,0,0,
2025-08-31 12:31:40.731	,1562.461914,0,0,
2025-08-31 12:31:50.732	,1562.452759,0,0,
2025-08-31 12:32:00.732	,1562.446899,0,0,
2025-08-31 12:32:10.731	,1562.450317,0,0,
2025-08-31 12:32:20.732	,1562.445679,0,0,
2025-08-31 12:32:30.731	,1562.455322,0,0,
2025-08-31 12:32:40.731	,1562.453491,0,0,
2025-08-31 12:32:50.731	,1562.446777,0,0,
2025-08-31 12:33:00.732	,1562.458862,0,0,
2025-08-31 12:33:10.731	,1562.445557,0,0,
2025-08-31 12:33:20.731	,1562.450684,0,0,
2025-08-31 12:33:30.731	,1562.447998,0,0,
2025-08-31 12:33:40.732	,1562.453857,0,0,
2025-08-31 12:33:50.731	,1562.459351,0,0,
2025-08-31 12:34:00.731	,1562.439209,0,0,
2025-08-31 12:34:10.731	,1562.444092,0,0,
2025-08-31 12:34:20.731	,1562.454468,0,0,
2025-08-31 12:34:30.731	,1562.437256,0,0,
2025-08-31 12:34:40.732	,1562.448242,0,0,
2025-08-31 12:34:50.731	,1562.464722,0,0,
2025-08-31 12:35:00.731	,1562.460571,0,0,
2025-08-31 12:35:10.731	,1562.459229,0,0,
2025-08-31 12:35:20.731	,1562.458374,0,0,
2025-08-31 12:35:30.732	,1562.457642,0,0,
2025-08-31 12:35:40.731	,1562.461060,0,0,
2025-08-31 12:35:50.731	,1562.454102,0,0,
2025-08-31 12:36:00.731	,1562.463013,0,0,
2025-08-31 12:36:10.731	,1562.447632,0,0,
2025-08-31 12:36:20.731	,1562.464478,0,0,
2025-08-31 12:36:30.732	,1562.450439,0,0,
2025-08-31 12:36:40.732	,1562.456055,0,0,
2025-08-31 12:36:50.731	,1562.448975,0,0,
2025-08-31 12:37:00.731	,1562.452515,0,0,
2025-08-31 12:37:10.731	,1562.456299,0,0,
2025-08-31 12:37:20.731	,1562.465576,0,0,
2025-08-31 12:37:30.731	,1562.456055,0,0,
2025-08-31 12:37:40.731	,1562.462769,0,0,
2025-08-31 12:37:50.731	,1562.454346,0,0,
2025-08-31 12:38:00.731	,1562.451294,0,0,
2025-08-31 12:38:10.731	,1562.458252,0,0,
2025-08-31 12:38:20.731	,1562.450439,0,0,
2025-08-31 12:38:30.731	,1562.444458,0,0,
2025-08-31 12:38:40.731	,1562.455444,0,0,
2025-08-31 12:38:50.731	,1562.460449,0,0,
2025-08-31 12:39:00.732	,1562.454468,0,0,
2025-08-31 12:39:10.731	,1562.456543,0,0,
2025-08-31 12:39:20.731	,1562.451416,0,0,
2025-08-31 12:39:30.731	,1562.453247,0,0,
2025-08-31 12:39:40.731	,1562.456665,0,0,
2025-08-31 12:39:50.731	,1562.447510,0,0,
2025-08-31 12:40:00.731	,1562.454956,0,0,
2025-08-31 12:40:10.732	,1562.460571,0,0,
2025-08-31 12:40:20.731	,1562.465210,0,0,
2025-08-31 12:40:30.731	,1562.450317,0,0,
2025-08-31 12:40:40.731	,1562.457397,0,0,
2025-08-31 12:40:50.731	,1562.449463,0,0,
2025-08-31 12:41:00.732	,1562.459961,0,0,
2025-08-31 12:41:10.731	,1562.456665,0,0,
2025-08-31 12:41:20.731	,1562.467163,0,0,
2025-08-31 12:41:30.732	,1562.448730,0,0,
2025-08-31 12:41:40.732	,1562.465454,0,0,
2025-08-31 12:41:50.731	,1562.463867,0,0,
2025-08-31 12:42:00.732	,1562.452026,0,0,
2025-08-31 12:42:10.731	,1562.455933,0,0,
2025-08-31 12:42:20.731	,1562.458130,0,0,
2025-08-31 12:42:30.732	,1562.456299,0,0,
2025-08-31 12:42:40.731	,1562.444092,0,0,
2025-08-31 12:42:50.732	,1562.449219,0,0,
2025-08-31 12:43:00.731	,1562.456665,0,0,
2025-08-31 12:43:10.731	,1562.455444,0,0,
2025-08-31 12:43:20.731	,1562.451294,0,0,
2025-08-31 12:43:30.732	,1562.449463,0,0,
2025-08-31 12:43:40.731	,1562.460938,0,0,
2025-08-31 12:43:50.732	,1562.444946,0,0,
2025-08-31 12:44:00.732	,1562.440186,0,0,
2025-08-31 12:44:10.731	,1562.446899,0,0,
2025-08-31 12:44:20.731	,1562.466797,0,0,
2025-08-31 12:44:30.731	,1562.444580,0,0,
2025-08-31 12:44:40.731	,1562.447754,0,0,
2025-08-31 12:44:50.731	,1562.439453,0,0,
2025-08-31 12:45:00.731	,1559.971069,0,0,1562.457886,0,0,
2025-08-31 12:45:10.731	,1559.960449,0,0,1562.456909,0,0,
2025-08-31 12:45:20.731	,1562.445557,0,0,
2025-08-31 12:45:30.731	,1562.456909,0,0,
2025-08-31 12:45:40.731	,1562.443604,0,0,
2025-08-31 12:45:50.732	,1559.982910,0,0,1562.451416,0,0,
2025-08-31 12:46:00.731	,1562.443604,0,0,
2025-08-31 12:46:10.732	,1562.455688,0,0,
2025-08-31 12:46:20.731	,1562.449463,0,0,
